"grande_area","modalidade","linha_de_fomento","total"
"Ciências Humanas","SPE - Estagio/Especializacao no Exterior","Estágio","13875353"
"Outra","IC - Iniciação Científica","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","13790000"
"Ciências Agrárias","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","13786000"
"Ciências Biológicas","PV - Pesquisador Visitante","APOIO A PROJETOS DE PESQUISA","13650000"
"Ciências Humanas","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","13360000"
"Outra","AT - Apoio Técnico à Pesquisa","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","13293000"
"Outra","PV - Pesquisador Visitante","Bolsas de Pesquisador/Especialista Visitante","13099076"
"Ciências Exatas e da Terra","MDC - Desenvolvimento Cientifico da Metrologia Nacional","Bolsas de Desenvolvimento Científico e Regional","13093720"
"Ciências Exatas e da Terra","PDJ - Pós-Doutorado Júnior","APOIO A COOPERAÇÃO INTERNACIONAL","13064000"
"Ciências Biológicas","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","12991454"
"Outra","PVE - Pesquisador Visitante Estrangeiro","Bolsas de Pesquisador/Especialista Visitante","12922000"
"Outra","SPE - Estagio/Especializacao no Exterior","Estágio","12700204"
"Indefinido","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","12665500"
"Tecnologias","APQ - Auxílio a Pesquisa","APOIO A PROJETOS DE PESQUISA","12500000"
"Engenharias","APV - Pesquisador Visitante","Apoio a Pesquisador Visitante","12390691"
"Ciências da Saúde","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","12350000"
"Lingüística, Letras e Artes","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","12218896"
"Ciências Humanas","EXP - Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","12030800"
"Engenharias","DEJ - Desenvolvimento Tecnológico e Inovação","Bolsas de Graduação","12007018"
"Lingüística, Letras e Artes","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","11973393"
"Ciências Sociais Aplicadas","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","11958000"
"Ciências da Saúde","SET - Fixação de Recursos Humanos","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","11820000"
"Outra","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","11599500"
"Ciências Biológicas","BJT - Atração de Jovens Talentos","APOIO A PROJETOS DE PESQUISA","11480000"
"Outra","ADC - Apoio à Difusão do Conhecimento","Bolsas de Iniciação Científica","10918359"
"Outra","ESN - Estágio Sênior no Exterior","Estágio","10860231"
"Ciências Biológicas","ADC - Apoio à Difusão do Conhecimento","Bolsas de Iniciação Científica","10799035"
"Ciências da Saúde","IEX - Iniciação ao Extensionismo","Bolsas de Iniciação Científica","10784160"
"Ciências Biológicas","FIX - Fixação de Doutores","Bolsas de Fixação de Doutores","10782741"
"Ciências Biológicas","PDJ - Pós-Doutorado Júnior","APOIO A COOPERAÇÃO INTERNACIONAL","10556000"
"Indefinido","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","9888432"
"Ciências Agrárias","DTI - Desenvolvimento Tecnológico Industrial","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","9780000"
"Outra","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","9750767"
"Engenharias","FIX - Fixação de Doutores","Bolsas de Fixação de Doutores","9729452"
"Ciências Exatas e da Terra","SWE - Doutorado Sanduíche no Exterior","APOIO A PROJETOS DE PESQUISA","9588881"
"Ciências Biológicas","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","9565165"
"Ciências Biológicas","DES - Desenvolvimento Tecnológico e Inovação Ext Sênior","APOIO A PROJETOS DE PESQUISA","9459709"
"Ciências Exatas e da Terra","FIX - Fixação de Doutores","Bolsas de Fixação de Doutores","9397873"
"Ciências da Saúde","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","9360000"
"Ciências Exatas e da Terra","DEJ - Desenvolvimento Tecnológico e Inovação","Bolsas de Graduação","9006936"
"Ciências Humanas","INT - Bolsa Inova Talentos","APOIO A PROJETOS DE PESQUISA","8890000"
"Outra","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","8763556"
"Ciências Exatas e da Terra","MDT - Desenvolvimento Tecnologico","Bolsas de Desenvolvimento Tecnológico e Industrial","8729880"
"Ciências Sociais Aplicadas","DT - Produtividade Desen. Tec. e Extensão Inovadora","0.0 - Problemas Encontrar Modalidade Processo","8700000"
"Outra","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","8622500"
"Tecnologias","GD - Doutorado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","8597240"
"Ciências Agrárias","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","8580000"
"Engenharias","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","8518919"
"Lingüística, Letras e Artes","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","8472000"
"Engenharias","MDC - Desenvolvimento Cientifico da Metrologia Nacional","Bolsas de Desenvolvimento Científico e Regional","8309300"
"Ciências Sociais Aplicadas","INT - Bolsa Inova Talentos","APOIO A PROJETOS DE PESQUISA","8190000"
"Ciências Sociais Aplicadas","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","8100000"
"Indefinido","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","8020341"
"Ciências Agrárias","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","7778332"
"Lingüística, Letras e Artes","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","7770000"
"Ciências da Saúde","PDI - Pos-doutorado Empresarial","Bolsas de Pós-doutorado","7731904"
"Ciências da Saúde","IT - Iniciação Tecnológica","APOIO A PROJETOS DE PESQUISA","7700000"
"Outra","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","7504200"
"Ciências Biológicas","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","7475000"
"Ciências Agrárias","PDI - Pós-Doutorado Empresarial","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","7470000"
"Lingüística, Letras e Artes","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","7420000"
"Ciências da Saúde","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","7395225"
"Ciências Biológicas","EV - Especialista Visitante","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","7150000"
"Ciências Sociais Aplicadas","PV - Pesquisador Visitante","APOIO A PROJETOS DE PESQUISA","7150000"
"Ciências Agrárias","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","7106000"
"Outra","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","7064297"
"Engenharias","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","7025000"
"Ciências da Saúde","APE - Aperfeicoamento no Exterior","Bolsas no Exterior","6849490"
"Ciências Sociais Aplicadas","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","6820000"
"Ciências Agrárias","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","6760000"
"Ciências Agrárias","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","6725000"
"Ciências Exatas e da Terra","DES - Desenvolvimento Tecnológico e Inovação Ext Sênior","Bolsas de Graduação","6710048"
"Ciências Sociais Aplicadas","PDE - Pós-Doutorado no Exterior","APOIO A PROJETOS DE PESQUISA","6658705"
"Lingüística, Letras e Artes","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","6461903"
"Ciências Sociais Aplicadas","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","6450000"
"Ciências da Saúde","PDP - Pós-doutorado","Bolsas de Pós-doutorado","6400200"
